Arrival_Date,State,Variety,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
17-03-2015,Chattisgarh,Other,6514,6514,6514
09-06-2015,Chattisgarh,Other,2367,2367,2367
17-08-2015,Chattisgarh,Other,5699,6555,6268
03-02-2015,Chattisgarh,Other,2900,2900,2900
04-02-2015,Chattisgarh,Other,2800,3000,2900
30-06-2015,Chattisgarh,Other,3000,3200,3100
04-08-2015,Chattisgarh,Other,3460,3460,3460
20-08-2015,Chattisgarh,Other,3400,3500,3450
22-10-2015,Chattisgarh,Other,2759,2759,2759
30-06-2015,Chattisgarh,Other,4000,4000,4000
31-10-2015,Chattisgarh,Other,4000,4000,4000
28-08-2015,Chattisgarh,Other,3200,3200,3200
23-03-2015,Chattisgarh,Other,2000,2000,2000
30-03-2015,Chattisgarh,Other,3900,3900,3900
30-04-2015,Chattisgarh,Other,3000,3000,3000
25-06-2015,Chattisgarh,Other,3000,3000,3000
30-06-2015,Chattisgarh,Other,3000,3000,3000
29-07-2015,Chattisgarh,Other,2300,2300,2300
31-07-2015,Chattisgarh,Other,3000,3000,3000
24-08-2015,Chattisgarh,Other,3000,3000,3000
30-09-2015,Chattisgarh,Other,3000,3000,3000
20-11-2015,Chattisgarh,Other,2400,2400,2400
13-01-2015,Chattisgarh,Other,3500,3500,3500
18-03-2015,Chattisgarh,Other,3500,3500,3500
23-05-2015,Chattisgarh,Other,3200,3200,3200
29-06-2015,Chattisgarh,Other,3500,3500,3500
21-08-2015,Chattisgarh,Other,3200,3200,3200
21-10-2015,Chattisgarh,Other,3200,3200,3200
23-10-2015,Chattisgarh,Other,3200,3200,3200
30-11-2015,Chattisgarh,Other,3200,3200,3200
05-02-2015,Chattisgarh,Other,2532,2532,2532
11-06-2015,Chattisgarh,Other,2661,2661,2661
26-06-2015,Chattisgarh,Other,2000,2000,2000
06-08-2015,Chattisgarh,Other,2814,2814,2814
08-08-2015,Chattisgarh,Other,8000,8000,8000
16-02-2015,Chattisgarh,Other,2694,2894,2700
30-04-2015,Chattisgarh,Other,4985,4985,4985
30-09-2015,Chattisgarh,Other,5224,5224,5224
28-10-2015,Chattisgarh,Other,8000,8000,8000
06-01-2015,Chattisgarh,Other,8000,8000,8000
08-01-2015,Chattisgarh,Other,8000,8000,8000
13-01-2015,Chattisgarh,Other,8000,8000,8000
17-01-2015,Chattisgarh,Other,8000,8000,8000
23-01-2015,Chattisgarh,Other,8000,8000,8000
27-01-2015,Chattisgarh,Other,8000,8000,8000
31-01-2015,Chattisgarh,Other,8000,8000,8000
04-02-2015,Chattisgarh,Other,8000,8000,8000
07-02-2015,Chattisgarh,Other,8000,8000,8000
13-02-2015,Chattisgarh,Other,8000,8000,8000
18-02-2015,Chattisgarh,Other,8000,8000,8000
19-02-2015,Chattisgarh,Other,8000,8000,8000
20-02-2015,Chattisgarh,Other,8000,8000,8000
23-02-2015,Chattisgarh,Other,8000,8000,8000
25-02-2015,Chattisgarh,Other,8000,8000,8000
28-02-2015,Chattisgarh,Other,8000,8000,8000
02-03-2015,Chattisgarh,Other,8000,8000,8000
04-03-2015,Chattisgarh,Other,8000,8000,8000
11-03-2015,Chattisgarh,Other,8000,8000,8000
13-03-2015,Chattisgarh,Other,8000,8000,8000
